resource-type,city,state,name,website,phone,email
Crisis Center,Hannibal,Missouri,AVENUES,http://www.avenueshelp.org/,(800) 678-7713,N/A
Crisis Center,Jefferson City,Missouri,Rape & Abuse Crisis Service,http://www.racsjc.org/, (800) 303-0013,N/A
Crisis Center,Joplin,Missouri,Lafayette House,http://www.lafayettehouse.org/,(800) 416-1772,N/A
Crisis Center,Kansas City,Missouri,Metropolitan Organization to Counter Sexual Assault,http://www.mocsa.org/,(816) 531-0233,N/A
Crisis Center,Kansas City,Missouri,Metropolitan Organization to Counter Sexual Assault,http://www.mocsa.org/,(816) 931-4527,N/A
Crisis Center,Kimberling City,Missouri,Christian Associates of Table Rock Lake,N/A,(877) 507-7233,N/A
Crisis Center,Kirksville,Missouri,Victim Support Services,N/A,(800) 668-1617,N/A
Crisis Center,Lebanon,Missouri,Just COPE (Creating Opportunities for Personal Empowerment),http://copeoflebanon.com/,(877) 275-0930,N/A
Crisis Center,Moberly,Missouri,Safe Passage,N/A,(800) 616-3754,N/A
Crisis Center,Parkville,Missouri,SafeHaven -- Synergy Services,http://www.synergyservices.org/,(800) 491-1114,N/A
Crisis Center,Poplar Bluff,Missouri,"Haven House, Inc.",N/A,(800) 491-1138,N/A
Crisis Center,Rolla,Missouri,"Phelps County Family Crisis Services, Inc.",http://www.russellhouse.info/,(888) 570-3703,contact@russellhouse.info
Crisis Center,Sedalia,Missouri,"CASA, Inc.",N/A,(660) 827-5555,N/A
Crisis Center,Sikeston,Missouri,House of Refuge,N/A,(877) 633-3843,N/A
Crisis Center,Springfield,Missouri,The Victim Center,http://thevictimcenter.org/,(417) 864-7233,hope@thevictimcenter.org
Crisis Center,St Joseph,Missouri,YWCA Women's Center,http://www.ywcasj.org/,(800) 653-1477,N/A
Crisis Center,St. Charles,Missouri,Bridgeway Sexual Assault Center,http://bridgewaybh.com/, (877) 946-6854,N/A
Crisis Center,St. Louis,Missouri,YWCA St. Louis Regional Sexual Assault Center,http://www.ywcastlouis.org,(314) 531-7273,N/A
Crisis Center,St. Louis,Missouri,Safe Connections,http://www.safeconnections.org/,(314) 531-2003,N/A
Crisis Center,Warrensburg,Missouri,"Survival Adult Abuse Center, Inc",http://www.survivalcenter.org/,(800) 846-7597,N/A
Crisis Center,Warrenton,Missouri,Turning Point,http://www.turningpointdvs.com/,(888) 873-7233,info@turningpointdvs.com
Crisis Center,Billings,Montana,Gateway,http://ywcabillings.org/,(406) 245-4472,N/A
Crisis Center,Bozeman,Montana,Bozeman Help Center,http://bozemanhelpcenter.org/,(406) 586-3333,info@bozemanhelpcenter.org
Crisis Center,Bozeman,Montana,The VOICE Center,http://www.montana.edu/voice,(406) 994-7069,N/A
Crisis Center,"Butte,",Montana,Safe Space,http://www.safespaceonline.org/,(877) 335-8511,N/A
Crisis Center,Conrad,Montana,Hi-Line’s Help for Abused Spouses,http://www.hlhas.com/,(800) 219-7336,N/A
Crisis Center,Dillon,Montana,Women's Resource Center,http://www.cscofswmt.org/,(800) 253-9811,N/A
Crisis Center,Glasgow,Montana,Women’s Resource Center,http://www.thewrc.org/,(877) 972-3232,N/A
Crisis Center,Glendive,Montana,Dawson County Domestic Violence Program,http://www.dcdv.org/,(406) 989-1318,dcdv@midrivers.com
Crisis Center,Great Falls,Montana,Voices of Hope,http://www.voicesofhope.info/,(800) 273-8255,N/A
Crisis Center,Hamilton,Montana,Supporters of Abuse-Free Environments,http://www.safeinthebitterroot.org/,(406) 363-4600,N/A
Crisis Center,Havre,Montana,DAP (Domestic Abuse Program),http://www.hrdc4.org/,(406) 265-2222,N/A
Crisis Center,Helena,Montana,Friendship Center,http://thefriendshipcenter.org/,(800) 248-3166,officem@thefriendshipcenter.org
Crisis Center,Kalispell,Montana,Violence Free Crisis Line,http://www.abbieshelter.org,(406) 752-7273,N/A
Crisis Center,Lame Deer,Montana,Healing Hearts,N/A,(800) 577-6345,N/A
Crisis Center,Lewistown,Montana,"SAVES, Inc.",N/A,(800) 535-2303,N/A
Crisis Center,Libby,Montana,Lincoln County Crisis Solutions,N/A,(877) 493-7139,N/A
Crisis Center,Livingston,Montana,Tri-County Network Against Domestic & Sexual Violence,http://www.tcnadsv.org/,(406) 222-8154,N/A
Crisis Center,"Miles City,",Montana,Custer Network Against Domestic Abuse (CNADA),http://www.cnada.us/,(888) 799-0542,N/A
Crisis Center,Missoula,Montana,YWCA of Missoula,http://www.ywcaofmissoula.org/,(800) 483-7858,N/A
Crisis Center,Red Lodge,Montana,Domestic and Sexual Violence Services of Carbon County,http://www.dsvsmontana.org/,(406) 425-2222,info@dsvsmontana.org
Crisis Center,Ronan,Montana,SAFE Harbor,http://safeharbormt.org/SAFE_HARBOR/Home_Page.html,(800) 831-9987,N/A
Crisis Center,Superior,Montana,Mineral County Helpline,http://www.blackfoot.net/~mchelpline/, (406) 822-4202,N/A
Crisis Center,Auburn,Nebraska,Project Response,http://www.projectresponse.net/,(800) 456-5764,N/A
Crisis Center,Bellevue,Nebraska,Heartland Family Service,http://www.heartlandfamilyservice.org/,(800) 523-3666,N/A
Crisis Center,Broken Bow,Nebraska,Healing Hearts and Families,N/A,(800) 942-4040,N/A
Crisis Center,Columbus,Nebraska,Center for Sexual Assault & Domestic Violence Survivors,http://www.centerforsurvivors.net/,(800) 658-4482,centerforsurvivors@citlink.net
Crisis Center,Fairbury,Nebraska,Hope Crisis Center,http://www.hopecrisiscenter.org/,(877) 388-4673,N/A
Crisis Center,Fremont,Nebraska,Crisis Center for Domestic Abuse & Sexual Assault,http://www.knowanddowhatsright.com/,(888) 721-4340,N/A
Crisis Center,Gering,Nebraska,The DOVES Program,http://www.dovesprogram.com/,(866) 953-6837,N/A
Crisis Center,Grand Island,Nebraska,"Crisis Center, Inc.",http://www.gicrisis.org/,(866) 995-4422,N/A
Crisis Center,Hastings,Nebraska,Spouse Abuse/Sexual Assault Crisis Center,http://www.sasacenter.org/,(877) 322-7272,jmanzor@hastingssasa.com
Crisis Center,Kearney,Nebraska,The S.A.F.E. Center,http://www.safecenter.org/,(877) 237-2513,N/A
Crisis Center,Lexington,Nebraska,Dawson County Parent/Child Center,http://www.dawsoncountyne.net/pcc,(800) 215-3040,N/A
Crisis Center,"Lincoln,",Nebraska,Voices of Hope,http://www.voicesofhopelincoln.org/,(402) 475-7273,N/A
Crisis Center,McCook,Nebraska,Domestic Abuse/Sexual Assault Services,http://www.dasas.net/,(877) 345-5534,N/A
Crisis Center,Norfolk,Nebraska,Bright Horizons,http://www.brighthorizonsne.org/,(877) 379-3798,N/A
Crisis Center,North Platte,Nebraska,Rape & Domestic Abuse Program,http://nprdap.org/,(888) 534-3495,N/A
Crisis Center,"Ogallala,",Nebraska,Sandhills Crisis Intervention Program,http://scip.biz/,(877) 836-6055,N/A
Crisis Center,Omaha,Nebraska,Women's Center for Advancement,http://www.wcaomaha.org/,(402) 345-7273,N/A
Crisis Center,Valentine,Nebraska,North Central Quad Counties DV/SA Services,N/A,(877) 376-2080,N/A
Crisis Center,Wayne,Nebraska,Haven House Family Service Center,http://www.havenhousefsc.com/,(800) 440-4633,havenhouse@qwestoffice.net
Crisis Center,Carson City,Nevada,SARA,http://www.saraadv.org/, (775) 883-7654,N/A
Crisis Center,Elko,Nevada,Committee Against Domestic Violence,http://www.elkoharborhouse.com/, (888) 738-9454,N/A
Crisis Center,Las Vegas,Nevada,The Rape Crisis Center,http://www.rcclv.org/,(888) 366-1640,N/A
Crisis Center,Minden,Nevada,Family Support Council of Douglas County,http://www.family-support.org/,(775) 782-8692,N/A
Crisis Center,Reno,Nevada,Crisis Call Center/Sexual Assault Support Services,http://www.crisiscallcenter.org/,(800) 992-5757,info@crisiscallcenter.org
Crisis Center,Winnemucca,Nevada,Winnemucca Domestic Violence Shelter,http://www.winnemuccadvs.org/,(775) 421-1028,N/A
Crisis Center,Berlin,New Hampshire,RESPONSE,http://www.coosfamilyhealth.org/response.html,(866) 644-3574,N/A
Crisis Center,Claremont,New Hampshire,Turning Points Network,http://www.free-to-soar.org/,(800) 639-3130,N/A
Crisis Center,Concord,New Hampshire,Crisis Center of Central New Hampshire,http://www.cccnh.org/,(866) 841-6229,N/A
Crisis Center,Conway,New Hampshire,Starting Point: Services for Victims of Domestic & Sexual Violence,http://www.startingpointnh.org/,(800) 336-3795,edirector@startingpointnh.org
Crisis Center,Durham,New Hampshire,SHARPP,http://www.unh.edu/sharpp/,(888) 271-7233,N/A
Crisis Center,Keene,New Hampshire,Monadnock Center for Violence Prevention,http://www.mcvprevention.org/,(888) 511-6287,N/A
Crisis Center,Lebanon,New Hampshire,WISE,http://www.wiseoftheuppervalley.org/,(866) 348-9473,N/A
Crisis Center,Littleton,New Hampshire,The Support Center at Burchhouse,http://www.tccap.org/,(800) 774-0544,admin@tccap.org
Crisis Center,Manchester,New Hampshire,YWCA Crisis Service,http://www.ywcanh.org/,(603) 668-2299,N/A
Crisis Center,Nashua,New Hampshire,Bridges,N/A,(603) 883-3044,N/A
Crisis Center,Plymouth,New Hampshire,Voices Against Violence,http://www.voicesagainstviolence.net/,(877) 221-6176,N/A
Crisis Center,Portsmouth,New Hampshire,Sexual Assault Support Services,http://www.sassnh.org/,(888) 747-7070,N/A
Crisis Center,Brant Beach,New Jersey,St. Francis Sexual Abuse and Assault Program,http://www.stfranciscenterlbi.org/,(732) 370-4010,N/A
Crisis Center,Camden,New Jersey,Service Empowering Rights of Victims,http://www.centerffs.org/,(866) 295-7378,N/A
Crisis Center,Cape May Court House,New Jersey,Coalition Against Rape and Abuse,http://www.cara-cmc.org/,(877) 294-2272,msingleton@cara-inc.net
Crisis Center,Edison,New Jersey,Middlesex County Center for Empowerment,N/A,(877) 665-7273,N/A
Crisis Center,Flemington,New Jersey,SAFE in Hunterdon,http://www.safeinhunterdon.org/,(888) 988-4033,N/A
Crisis Center,Glassboro,New Jersey,Service Empowering Rights of Victims,http://www.centerffs.org/,(866) 295-7378,N/A
Crisis Center,Hackensack,New Jersey,YWCA of Bergen County Healing Space,http://www.ywcabergencounty.org/,(201) 487-2227,N/A
Crisis Center,Hazlet,New Jersey,180 Turning Lives Around,http://www.180nj.org/,(888) 264-7273,info@180nj.org
Crisis Center,"Jersey City,",New Jersey,Hudson County Rape Crisis Center,http://hcrcc.blogspot.com/,(201) 795-5757,N/A
Crisis Center,Lawerenceville,New Jersey,Womanspace,http://www.womanspace.org/,(609) 394-9000,N/A
Crisis Center,Linwood,New Jersey,Atlantic County Women’s Center,http://www.acwc.org/, (800) 286-4184,N/A
Crisis Center,Long Beach Township,New Jersey,St. Francis Sexual Abuse and Assault Program,http://www.stfranciscenterlbi.com/,(609) 494-1090,N/A
Crisis Center,Montclair,New Jersey,SAVE of Essex County,http://www.familyserviceleague.org/,(877) 733-2273,N/A
Crisis Center,Moorestown,New Jersey,Contact of Burlington County,http://www.contactburlco.org/,(866) 234-5006,N/A
Crisis Center,Morristown,New Jersey,Morris Cares,N/A,(973) 829-0587,N/A
Crisis Center,Newton,New Jersey,Domestic Abuse & Sexual Assault Intervention Services,http://www.dasi.org/,(973) 875-1211,N/A
Crisis Center,Paterson,New Jersey,Passaic County Women’s Center,http://www.passaiccountywomenscenter.org/,(973) 881-1450,infopcwc@njaconline.org
Crisis Center,Salem,New Jersey,Salem County Women’s Services,http://www.scwsonline.org/,(888) 632-9511,N/A
Crisis Center,Somerville,New Jersey,Women’s Health & Counseling Center,http://www.womenandhealth.org/,(908) 526-7444,N/A
Crisis Center,Washington,New Jersey,Domestic Abuse and Sexual Assault Crisis Center of Warren County,http://www.besafe.org/,(866) 623-7233,N/A
Crisis Center,Westfield,New Jersey,Union County Rape Crisis Center,http://ucnj.org/government/human-services/division-of-planning-hs/rape-crisis-center,(908) 233-7273,N/A
Crisis Center,Alamogordo,New Mexico,The Counseling Center,N/A, (575) 437-7404,N/A
Crisis Center,Albuquerque,New Mexico,The Rape Crisis Center of Central New Mexico,http://www.rapecrisiscnm.org/,(888) 811-8282,ask@rapecrisiscnm.org
Crisis Center,Bernalillo,New Mexico,"Valencia Counseling Services, Inc.",http://www.vcs-nm.com/,(505) 865-3359,N/A
Crisis Center,Carlsbad ,New Mexico,Carlsbad Counseling Associates,http://www.carlsbadmh.com/,(575) 885-8888,N/A
Crisis Center,Farmington,New Mexico,Sexual Assault Services of Northwest New Mexico,http://www.sasnwnm.org/,(866) 908-4700,N/A
Crisis Center,Hobbs,New Mexico,Guidance Center of Lea County,http://www.gclcnm.org,(575) 393-6633,N/A
Crisis Center,Las Cruces,New Mexico,La Pinon Sexual Assault Recovery Service of Southern New Mexico,http://www.lapinon.org/,(888) 595-7273,N/A
Crisis Center,Portales,New Mexico,Arise Sexual Assault Services,http://www.arisenm.org/,(575) 226-7263,N/A
Crisis Center,Roswell,New Mexico,"Counseling Associates, Inc.",N/A, (575) 623-1480,N/A
Crisis Center,Santa Fe,New Mexico,Solace Crisis Treatment Center,http://www.findsolace.org/,(800) 721-7273,mjrodcadiz@findsolace.org
Crisis Center,Silver City,New Mexico,Silver Regional Sexual Assault Support Services (SASS),http://www.silverregionalsass.org,(866) 750-6474,N/A
Crisis Center,Taos,New Mexico,Community Against Violence,http://www.taoscav.org/,(575) 758-9888,N/A
Crisis Center,Albany,New York,County of Albany Crime Victim and Sexual Violence Center,http://www.albanycounty.com/,(518) 447-7716,N/A
Crisis Center,Albion,New York,Rape Crisis Service of Planned Parenthood of Orleans County,http://www.pprsr.org/rcs,(800) 527-1757,N/A
Crisis Center,Amsterdam ,New York,Fulton Montgomery Rape Crisis Service of Planned Parenthood,N/A,(866) 307-4086,N/A
Crisis Center,Auburn,New York,SAVAR-Cayuga Counseling Services,http://www.cayugacounseling.org/,(315) 252-2112,N/A
Crisis Center,Batavia,New York,Rape Crisis Service of Planned Parenthood of Genesee County,http://www.pprsr.org/rcs,(800) 527-1757,N/A
Crisis Center,Bethpage,New York,The Safe Center LI,http://www.tscli.org/,(516) 542-0404,N/A
Crisis Center,Binghamton,New York,"Crime Victims Assistance Center, Inc.",http://www.cvac.us/,(607) 722-4256,N/A
Crisis Center,Buffalo,New York,Advocate Program,http://www.crisisservices.org/,(716) 834-3131,N/A
Crisis Center,Central Islip,New York,Victims Information Bureau of Suffolk County,http://www.vibs.org/,(631) 360-3606,hotline@vibs.org
Crisis Center,Cobleskill,New York,Rape Crisis Sexual Assault Support Services,N/A,(518) 234-4949,N/A
Crisis Center,Corning,New York,Sexual Assault Resource Center,http://www.sarcst.org/,(888) 810-0093,N/A
Crisis Center,Elmsford,New York,Victims’ Assistance Services,http://www.westcop.org/,(855) 827-2255,N/A
Crisis Center,Geneva,New York,"Safe Harbors of the Finger Lakes, Inc",http://www.safeharborsfl.org/,(800) 247-7273,N/A
Crisis Center,Hamdon,New York,"Delaware Opportunities Inc., Safe Against Violence",http://www.delawareopportunities.org/safe-against-violence,(866) 457-7233,N/A
Crisis Center,Harris,New York,RISE -- Rape Intervention Services & Education,http://www.crmcny.org/services/rise, (845) 791-9595,N/A
Crisis Center,Hudson Falls,New York,Sexual Trauma & Recovery Services,http://www.wcstars.org/, (800) 225-7114,N/A
Crisis Center,Ithaca,New York,The Advocacy Center,http://theadvocacycenter.org/,(607) 277-5000,N/A
Crisis Center,Jamestown,New York,The Anew Center,http://www.salvationarmy.com/,(800) 252-8748,N/A
Crisis Center,Johnstown,New York,Fulton Montgomery Rape Crisis Service of Planned Parenthood,N/A,(518) 843-4367,N/A
Crisis Center,Kingston,New York,Ulster County CVAP,N/A,(845) 340-3442,N/A
Crisis Center,"Lockport,",New York,YWCA of Niagra,http://www.ywcaniagara.org/,(716) 433-6716,N/A
Crisis Center,Lowville,New York,Lewis Co. Opportunities’ Domestic Violence & Rape Crisis Dept.,http://www.lewiscountyopportunities.com/,(315) 376-4357,N/A
Crisis Center,Mahopac,New York,Putnam-Northern Westchester Women’s Resource Center,http://www.pnwwrc.org/,(845) 628-2166,N/A
Crisis Center,Middletown,New York,Rape Survivor Advocacy Program- The Mental Health Association of Orange County,http://www.mhaorangeny.com/rapecrisis/index.html,(845) 346-4357,N/A
Crisis Center,Mount Morris,New York,Rape Crisis Service of Planned Parenthood of Livingston County,http://www.pprsr.org/rcs,(800) 527-1757,N/A
Crisis Center,New City,New York,Center for Safety and Change,http://centerforsafetyandchange.org/,(845) 634-3344,info@centersc.org
Crisis Center,New York,New York,Safe Horizon,http://www.safehorizon.org/,(212) 227-3000,N/A
Crisis Center,Newark,New York,"Victim Resource Center of the Finger Lakes, Inc.",http://www.vrcfl.org/,(866) 343-8808,N/A
Crisis Center,Oneida,New York,"Victims of Violence Program/Liberty Resources, Inc.",http://www.victimsofviolence.org/,(315) 366-5000,N/A
Crisis Center,Oswego,New York,SAFE Rape Crisis Program,http://www.oco.org/,(315) 342-1600,HumanResources@oco.org
Crisis Center,Otsego,New York,Violence Intervention Program,http://www.ofoinc.org/,(607) 432-4855,N/A
Crisis Center,Penn Yan,New York,"Safe Harbors of the Finger Lakes, Inc",http://www.safeharborsfl.org/,(315) 536-2897,N/A
Crisis Center,Poughkeepsie,New York,Family Services,http://familyservicesny.org/,(845) 452-7272,N/A
Crisis Center,Rochester,New York,Rape Crisis Service of Planned Parenthood of Monroe County,http://www.pprsr.org/rcs,(585) 546-2777,N/A
Crisis Center,"Saratoga Springs,",New York,Domestic Violence & Rape Crisis Services of Saratoga County,http://www.dbrcsaratoga.org/,(518) 584-8188,N/A
Crisis Center,"Schenectady,",New York,Sexual Assault Support Services,N/A,(866) 307-4086,N/A
Crisis Center,Syracuse,New York,Vera House,http://www.verahouse.org/, (315) 422-7273,info@verahouse.org
Crisis Center,Troy,New York,Sexual Assault and Crime Victims Assistance Program for Rensselaer County,http://www.nehealth.com/sacc,(518) 271-3257,N/A
Crisis Center,Utica,New York,YWCA of the Mohawk Valley,http://www.ywcamv.org/,(315) 797-7740,N/A
Crisis Center,Warsaw,New York,Rape Crisis Service of Planned Parenthood of Wyoming County,http://pprsr.org/rapecrisis,(800) 527-1757,N/A
Crisis Center,Watertown,New York,"Victims Assistance Center of Jefferson County, Inc.",http://www.vacjc.com/,(315) 782-1855,N/A
Crisis Center,Ahoskie,North Carolina,Roanoke Chowan Safe,http://roanokechowansafe.webs.com,(252) 332-1933,NA
Crisis Center,Asheboro,North Carolina,Randolph Count Family Crisis Center,http://business.asheboro.com/rcfcc,(336) 629-4159,NA
Crisis Center,Asheville,North Carolina,"Our Voice, Inc.",http://www.ourvoicenc.org/,(828) 255-7576,NA
Crisis Center,Boone,North Carolina,"Oasis, Inc.",http://www.oasisinc.org/,(828) 262-5035,outreach@oasisinc.org 
Crisis Center,Brevard,North Carolina,"SAFE, Inc. of Transylvania County",http://www.safebrevard.com/,(828) 885-7233,safead@live.com
Crisis Center,Bryson City,North Carolina,"Swain/Qualla SAFE, Inc.",NA,(828) 488-6809,NA
Crisis Center,Burgaw,North Carolina,"Safe Haven of Pender, Inc.",http://www.safehavenofpender.com/,(910) 259-8989,shopinc1@eastnc.twcbc.com
Crisis Center,Burlington,North Carolina,CROSSROADS: Sexual Assault Response & Resource Center,http://www.crossroadscares.org/,(336) 228-0360,crossroads@CrossroadsCares.org
Crisis Center,Carthage,North Carolina,Friend to Friend,http://www.moorefriends.org/,(910) 947-3333,support@moorefriends.org
Crisis Center,Chapel Hill,North Carolina,Orange County Rape Crisis Center,http://www.ocrcc.org/,(866) 935-4783,info@ocrcc.org
Crisis Center,Charlotte,North Carolina,Safe Alliance,http://www.safealliance.org/,(704) 721-0110,info@safealliance.org
Crisis Center,Clinton,North Carolina,"U Care, Inc.",http://www.ucaredv.com/,(910) 596-0931,NA
Crisis Center,Concord,North Carolina,Safe Alliance,http://www.safealliance.org/,(704) 721-0110,info@safealliance.org
Crisis Center,Conover,North Carolina,"Rape Crisis Center of Catawba County, Inc.",http://www.rapecrisiscenter.com/,(828) 322-6011,NA
Crisis Center,Durham,North Carolina,Durham Crisis Response Center,http://www.durhamcrisisresponse.org/,(919) 403-6562,crisisline@durhamcrisisresponse.org
Crisis Center,Elizabeth City,North Carolina,Albemarle Hopeline,http://www.albemarlehopeline.org/,(252) 338-3011,NA
Crisis Center,Fayetteville,North Carolina,Rape Crisis Volunteers of Cumberland County,http://www.rapecrisisonline.org/,(910) 485-7273,administrator@rapecrisisonline.org
Crisis Center,Franklin,North Carolina,Reach of Macon also Serving Jackson County,http://www.reachofmaconcounty.org/,(828) 586-8969,reach@reachofmaconcounty.org
Crisis Center,Gastonia,North Carolina,AVID of Gaston County,http://fsitricounty.org/,(704) 864-0060,NA
Crisis Center,Greensboro,North Carolina,Family Service of the Piedmont,http://familyservice-piedmont.org/,(800) 656-4673,information@familyservice-piedmont.org
Crisis Center,Greenville,North Carolina,"REAL Crisis Intervention, Inc",http://www.realcrisis.org/,(252) 758-4357,realcrisis@embarqmail.com
Crisis Center,Hayesville,North Carolina,Reach of Clay County,http://www.reachofclaycounty.org,(828) 389-0797,NA
Crisis Center,Hendersonville,North Carolina,"The Healing Place, Inc.",http://www.thehealingplace.info/,(828) 692-3931,NA
Crisis Center,Jacksonville,North Carolina,"Onslow Womens’ Center, Inc.",http://www.onslowwc.org/,(910) 347-4000,NA
Crisis Center,Laurinburg,North Carolina,Domestic Violence & Rape Crisis Center of Scotland County,http://www.dvrcc.org/,(910) 276-6268,Info@dvrcc.org
Crisis Center,Lenoire,North Carolina,Shelter Home of Caldwell County,http://www.shelterhomecc.org/,(828) 758-0888,director@shelterhomecc.org
Crisis Center,Lexington,North Carolina,"Family Services of Davidson County, Inc.",http://fsdc.org,(336) 243-1934,NA
Crisis Center,Lillington,North Carolina,"S.A.F.E. of Harnett Co., Inc.",http://www.safeofhc.org/,(910) 893-7233,NA
Crisis Center,Lincolnton,North Carolina,AVID of Lincoln County,http://fsitricounty.org/,(704) 864-0060,NA
Crisis Center,Lumberton,North Carolina,Rape Crisis Center of Robeson County,http://rapecrisiscenterrobesoncounty.com/,(910) 739-6278,NA
Crisis Center,Manteo,North Carolina,Hotline - Crisis Intervention Center,http://www.obhotline.org/,(252) 473-3366,NA
Crisis Center,Mocksville,North Carolina,Davie Domestic Violence Services and Rape Crisis Center,http://www.daviecountync.gov/,(336) 751-4357,NA
Crisis Center,Monroe,North Carolina,Safe Alliance,http://www.safealliance.org/,(704) 721-0110,info@safealliance.org
Crisis Center,Morehead City,North Carolina,Carteret County Rape Crisis Program,NA,(252) 725-4040,NA
Crisis Center,Morganton,North Carolina,"Options, Inc.",http://www.optionsburkecounty.org/,(828) 438-9444,NA
Crisis Center,Murphy,North Carolina,Reach of Cherokee,http://www.reachofcherokeecounty.org/, (828) 837-8064,NA
Crisis Center,,North Carolina,Interact,http://www.interactofwake.org/,(866) 291-0855,NA
Crisis Center,Roanoke Rapids,North Carolina,"Hannah’s Place, Inc./Roanoke Valley Rape Crisis",NA,(252) 541-2064,hannahsplacenc@gmail.com
Crisis Center,Robinsville,North Carolina,Hope For Family,NA,(828) 479-4332,NA
Crisis Center,Rocky Mount,North Carolina,My Sister’s House,http://www.mysistershousenc.org,(252) 459-3094,msh05@embarqmail.com
Crisis Center,Sanford,North Carolina,"HAVEN in Lee County, Inc.",http://havenlee.org/, (919) 774-8923,NA
Crisis Center,Shallotte,North Carolina,The Rape Crisis Center - Brunswick of Coastal Horizons Center Inc.,http://www.coastalhorizons.org/,(910) 754-7949,NA
Crisis Center,Shelby,North Carolina,"Abuse Prevention Council of Cleveland County, Inc.",http://www.apcouncil.wordpress.com/,(704) 481-0043,NA
Crisis Center,Smithfield,North Carolina,"Harbor, Inc",http://www.harborshelter.org/,(919) 631-5478,NA
Crisis Center,Sparta,North Carolina,DANA (Domestic Abuse is not Acceptable),http://www.danaservices.com/,(866) 261-3262,dana@danaservices.com
Crisis Center,Spruce Pine,North Carolina,Mitchell County SafePlace,http://www.mitchellcountysafeplace.com/, (828) 765-4044,NA
Crisis Center,Troy,North Carolina,Crisis Council,NA,(910) 572-3747,NA
Crisis Center,Wadesboro,North Carolina,Anson County Domestic Violence & Sexual Assault Coalition,http://acdvc.com/,(704) 690-0362,NA
Crisis Center,Warsaw,North Carolina,"Sarah’s Refuge, Inc.",http://www.sarahsrefuge.com/,(888) 400-0243,NA
Crisis Center,Waynesville,North Carolina,REACH of Haywood County,http://www.reachofhaywood.com/,(828) 456-7898,NA
Crisis Center,"Wentworth,",North Carolina,"Help, Incorporated: Center Against Violence",http://www.helpinc-centeragainstviolence.org/,(336) 342-3332,lmyers@co.rockingham.nc.us
Crisis Center,Whiteville,North Carolina,"Families First, Inc.",http://www.familiesfirstnc.org/,(910) 641-0444,NA
Crisis Center,Wilkesboro,North Carolina,"SAFE, Inc.",http://www.safewilkes.org/,(336) 838-7233,NA
Crisis Center,Wilmington,North Carolina,"Rape Crisis Center of Coastal Horizons Center, Inc.",http://www.coastalhorizons.org/,(910) 392-7460,NA
Crisis Center,Winston Salem,North Carolina,"Family Services, Inc.",http://www.fsifamily.org/,(336) 723-8125,info@fsifamily.org
Crisis Center,Beulah,North Dakota,Mercer County Women’s Action & Resource Center,http://mercerwarc.org/,(701) 873-2274,NA
Crisis Center,Bismarck,North Dakota,Abused Adult Resource Center,http://abusedadultresourcecenter.com/,(866) 341-7009,aarc@btinet.net
Crisis Center,Dickinson ,North Dakota,Domestic Violence & Rape Crisis Center,http://www.dvrcrisiscenter.org/,(888) 225-4506,dvrcc@ndsupernet.com
Crisis Center,Ellendale,North Dakota,Kedish House,NA,(877) 349-4729,NA
Crisis Center,Fargo,North Dakota,Rape & Abuse Crisis Center of Fargo ND & Moorhead MN,http://www.raccfm.com/,(800) 344-7273,info@raccfm.com
Crisis Center,Fort Totten,North Dakota,Spirit Lake Victim Assistance Program,NA,(866) 723-3032,NA
Crisis Center,Grafton,North Dakota,"Domestic Violence & Abuse Center, Inc.",http://dvacnd.org/,(866) 435-7490,NA
Crisis Center,Grand Forks,North Dakota,Community Violence Intervention Center,http://www.cviconline.org/,(866) 746-8900,embracepeace@cviconline.org
Crisis Center,Jamestown,North Dakota,Safe Shelter,NA,(888) 353-7233,NA
Crisis Center,Lisbon,North Dakota,Abuse Resource Network,NA,(701) 683-5061,NA
Crisis Center,Mandan,North Dakota,Pretty Bird Woman House,http://prettybirdwoman.com/,(605) 823-7233,NA
Crisis Center,Minot,North Dakota,"Domestic Violence Crisis Center, Inc.",http://www.minot.com/~dvcc/, (800) 398-1098,NA
Crisis Center,Stanley,North Dakota,Domestic Violence Program NW ND,NA,(800) 273-8232,NA
Crisis Center,Valley City,North Dakota,"Abused Persons Outreach Center, Inc.",NA,(866) 845-0072,NA
Crisis Center,Wahpeton,North Dakota,Three Rivers Crisis Center,NA,(800) 627-3659,NA
Crisis Center,Washburn,North Dakota,McLean Family Resource Center,http://mfrcnd.org/,(800) 651-8643,NA
Crisis Center,Williston,North Dakota,Family Crisis Shelter,http://www.familycrisisshelternd.org/,(701) 770-5180,lana.fcs@midconetwork.com
Crisis Center,Akron,Ohio,Rape Crisis Center of Medina and Summit Counties,http://www.rccmsc.org/,(877) 906-7273,NA
Crisis Center,Ashland,Ohio,Rape Crisis Domestic Violence Safe Haven,http://www.appleseedmentalhealth.com/safe-haven,(800) 656-4673,NA
Crisis Center,Athens,Ohio,Ohio University Survivors Advocacy Program,http://www.ohio.edu/womenscenter/advocacy, (740) 597-7233,NA
Crisis Center,Batavia,Ohio,YWCA House of Peace,http://www.ywcacincinatti.org/,(800) 644-4460,NA
Crisis Center,"Bowling Green,",Ohio,SAAFE Program,http://www.behavioralconnections.org/,(419) 352-1545,NA
Crisis Center,Cambridge,Ohio,Haven of Hope,NA,(800) 304-4673,NA
Crisis Center,Canton,Ohio,American Red Cross Rape Crisis Services,http://www.stark.redcross.org/,(330) 452-1111,NA
